Gene	sgRNA	OMM25|beta	OMM25|z	OMM25|p-value	OMM25|fdr	OMM25|wald-p-value	OMM25|wald-fdr
NTNG1	5	-0.024879	-0.31458	0.96057	0.99191	0.75308	0.90609
NTNG2	5	0.033144	0.22481	0.72992	0.93969	0.82213	0.93452
NTPCR	5	0.19226	1.7328	0.094524	0.44346	0.083124	0.50293
NTRK1	5	0.11861	0.93059	0.30873	0.72972	0.35207	0.69555
NTRK2	5	0.19402	1.4948	0.09208	0.43909	0.13496	0.55451
NTRK3	5	0.0029637	0.037951	0.89565	0.97917	0.96973	0.98889
NTS	5	0.19327	1.0873	0.093247	0.4408	0.2769	0.64937
NTSR1	5	0.21125	1.7187	0.063812	0.36407	0.085667	0.50591
NTSR2	5	0.13908	0.87139	0.23287	0.66089	0.38354	0.71411
NUAK1	5	0.1156	1.1039	0.32073	0.73906	0.26962	0.64482
NUAK2	5	-0.090242	-0.59053	0.67278	0.92129	0.55484	0.81126
NUB1	5	-0.040827	-0.44143	0.88293	0.97564	0.6589	0.86072
NUBP1	4	-1.3932	-3.8661	0.00011107	0.0032949	0.00011057	0.0048206
NUBP2	5	-0.38791	-1.9733	0.088359	0.42896	0.04846	0.42343
NUBPL	5	-0.37605	-2.0271	0.096301	0.44786	0.042653	0.39896
NUCB1	5	-0.18077	-1.4502	0.38259	0.78822	0.14699	0.56538
NUCB2	5	0.093005	0.43001	0.42525	0.81172	0.66719	0.86495
NUCKS1	5	-0.15157	-1.3727	0.46223	0.83124	0.16986	0.58078
NUDC	5	-0.85929	-3.1968	0.0012774	0.026376	0.0013898	0.033057
NUDCD1	5	0.19676	0.98446	0.086638	0.4258	0.32489	0.67881
NUDCD2	5	-0.04587	-0.38772	0.86082	0.97081	0.69822	0.87995
NUDCD3	5	-0.96564	-3.1593	0.00027769	0.007278	0.0015814	0.03632
NUDT1	5	0.05498	0.58813	0.61246	0.89717	0.55645	0.81126
NUDT10	4	0.21291	1.255	0.097523	0.4513	0.20948	0.60386
NUDT11	3	0.078485	0.58187	0.63062	0.90601	0.56066	0.81378
NUDT12	5	-0.14517	-1.0544	0.48073	0.83852	0.29172	0.65753
NUDT13	11	-0.016931	-0.20857	0.91064	0.98223	0.83479	0.93927
NUDT14	4	0.16762	0.81855	0.20221	0.62603	0.41305	0.73361
NUDT15	4	0.0080762	0.064052	0.89454	0.97892	0.94893	0.98111
NUDT16	7	0.089038	0.86543	0.34322	0.7607	0.3868	0.71694
NUDT16L1	5	-0.3633	-1.7046	0.10719	0.47223	0.088276	0.5088
NUDT17	5	-0.090832	-0.91682	0.67028	0.91969	0.35924	0.69954
NUDT19	5	0.065139	0.61227	0.56009	0.87694	0.54036	0.8055
NUDT2	5	0.18279	1.536	0.11402	0.48707	0.12455	0.54568
NUDT21	5	-0.99322	-3.2815	0.00022215	0.0062992	0.0010325	0.025857
NUDT22	5	0.058087	0.49251	0.59502	0.88907	0.62236	0.84173
NUDT3	5	-0.097321	-0.57126	0.6449	0.9109	0.56783	0.81698
NUDT4	5	-0.60432	-2.1298	0.016328	0.16743	0.033184	0.34144
NUDT5	5	-0.051412	-0.41242	0.83767	0.96835	0.68003	0.87116
NUDT6	7	0.016971	0.14746	0.76147	0.94802	0.88277	0.95704
NUDT7	6	0.13756	1.2141	0.19299	0.61385	0.22471	0.61305
NUDT8	5	-0.17217	-1.308	0.40503	0.80227	0.19086	0.59274
NUDT9	5	0.132	0.80049	0.25814	0.68659	0.42343	0.73902
NUF2	5	-1.165	-2.9868	0	0	0.0028193	0.056343
NUFIP1	5	-0.5845	-2.795	0.018605	0.18177	0.0051901	0.088581
NUFIP2	5	-0.17179	-1.1606	0.40586	0.80257	0.24582	0.62791
NUGGC	5	0.22362	1.553	0.049095	0.31696	0.12041	0.54163
NUMA1	5	-0.47743	-2.3636	0.044263	0.30041	0.018098	0.22598
NUMB	4	0.021239	0.14644	0.83183	0.96705	0.88357	0.95737
NUMBL	5	-0.014651	-0.12894	0.98906	0.99843	0.89741	0.96182
NUP107	4	-0.63072	-2.2499	0.024936	0.2135	0.024454	0.27939
NUP133	5	-1.057	-3.4106	0.00011107	0.0032949	0.00064811	0.017981
NUP153	5	-0.39938	-2.4493	0.081751	0.41465	0.014314	0.1922
NUP155	5	-0.75028	-3.1758	0.0043874	0.067986	0.0014943	0.034877
NUP160	4	-1.1366	-2.8714	0.00066644	0.015544	0.0040865	0.074627
NUP188	5	-0.14852	-1.2501	0.47107	0.83578	0.21127	0.60412
NUP205	5	-0.66043	-3.122	0.01033	0.12508	0.0017965	0.039887
NUP210	5	0.04524	0.32892	0.667	0.91807	0.74222	0.90038
NUP210L	5	-0.048237	-0.3739	0.85066	0.97009	0.70848	0.88436
NUP214	5	-1.1441	-3.336	0	0	0.00084978	0.02224
NUP35	5	-0.059526	-0.21068	0.8004	0.95821	0.83314	0.93829
NUP37	5	0.17662	1.2362	0.12607	0.50658	0.2164	0.60693
NUP43	5	-0.55052	-2.6228	0.023714	0.20758	0.0087205	0.13184
NUP50	4	-0.25267	-1.9292	0.27624	0.70388	0.053711	0.44312
NUP54	5	-0.5622	-2.1885	0.021771	0.19868	0.028634	0.31097
NUP62	5	-0.90102	-3.6369	0.00072198	0.016477	0.00027594	0.0097043
NUP62CL	5	0.27074	1.3445	0.015828	0.16398	0.1788	0.58607
NUP85	5	-1.0914	-3.8771	5.5537e-05	0.0018587	0.00010572	0.0046887
NUP88	5	-1.5551	-4.711	0	0	2.4646e-06	0.00025504
NUP93	5	-1.4447	-4.1338	0	0	3.5685e-05	0.0020635
NUP98	5	-0.47726	-2.0122	0.044319	0.30045	0.0442	0.40482
NUPL1	5	-0.20629	-1.3713	0.32473	0.74361	0.17028	0.58078
NUPL2	5	-0.10544	-0.78019	0.61441	0.89799	0.43528	0.74701
NUPR1	7	-0.14975	-1.2649	0.41764	0.80819	0.20591	0.602
NUPR1L	5	-0.077857	-0.5407	0.72326	0.93664	0.58872	0.82833
NUS1	4	-1.1658	-3.2819	0.00049983	0.011984	0.0010312	0.025857
NUSAP1	5	-0.22218	-1.7081	0.29163	0.71598	0.087613	0.50848
NUTF2	5	-2.4049	-5.4604	0	0	4.7502e-08	1.4255e-05
NUTM1	5	0.086022	0.79481	0.45907	0.83034	0.42672	0.74129
NUTM2B	1	0.25987	0.77595	0.31478	0.73389	0.43778	0.74761
NUTM2F	3	-0.5222	-2.2077	0.086693	0.4258	0.027266	0.30101
NUTM2G	2	-0.14901	-1.0238	0.53976	0.86894	0.30593	0.66504
NVL	5	-1.1915	-3.5703	0	0	0.00035662	0.011891
NWD1	5	-0.070101	-0.67745	0.75508	0.94655	0.49812	0.78054
NXF1	5	-0.99616	-2.8212	0.00022215	0.0062992	0.0047848	0.083118
NXF2	2	-0.12159	-0.50011	0.60291	0.89257	0.617	0.83977
NXF2B	4	0.042015	0.30219	0.72687	0.93888	0.76251	0.91009
NXF3	5	0.27081	1.5137	0.015828	0.16398	0.13009	0.55098
NXF5	5	0.18083	1.54	0.11791	0.49372	0.12357	0.545
NXN	5	0.12362	0.86027	0.2889	0.71526	0.38964	0.71929
NXNL1	5	-0.18319	-1.59	0.37599	0.78275	0.11183	0.53493
NXNL2	4	0.044168	0.44241	0.71754	0.93515	0.65819	0.86025
NXPE1	5	0.14582	0.84295	0.2106	0.63774	0.39926	0.72572
NXPE2	5	0.13853	1.1966	0.23498	0.66374	0.23145	0.61878
NXPE3	5	-0.12233	-0.8025	0.55332	0.87433	0.42226	0.73902
NXPE4	5	0.16516	1.3833	0.15189	0.54744	0.16659	0.57859
NXPH1	5	0.24437	1.4989	0.029768	0.23719	0.13391	0.55374
NXPH2	5	0.21184	1.7899	0.063368	0.36349	0.073465	0.48845
NXPH3	5	0.12511	0.70526	0.28307	0.71068	0.48065	0.7708
NXPH4	5	0.103	0.80451	0.37915	0.78525	0.4211	0.73809
NXT1	5	-0.85701	-1.8727	0.0013329	0.027335	0.061113	0.46548
NXT2	8	0.36633	1.9369	0	0	0.052752	0.44076
NYAP1	5	0.13474	1.4065	0.24742	0.67449	0.15957	0.57239
NYAP2	5	0.20509	1.3167	0.073364	0.39025	0.18795	0.59105
NYNRIN	5	-0.24157	-1.5016	0.25625	0.68549	0.13319	0.55336
NYX	5	0.19278	1.5699	0.093858	0.44195	0.11645	0.53788
OAF	5	-0.025458	-0.19278	0.95757	0.99075	0.84713	0.94406
OARD1	5	0.12343	0.65643	0.28974	0.71526	0.51155	0.78726
OAS1	5	0.0088296	0.11472	0.86382	0.97194	0.90867	0.9671
OAS2	6	0.080454	0.59107	0.43075	0.81423	0.55447	0.81126
OAS3	5	0.0085018	0.076978	0.8661	0.97231	0.93864	0.97934
OASL	4	0.15357	0.91177	0.24431	0.67284	0.36189	0.70066
OAT	5	0.17224	1.1894	0.13629	0.52544	0.2343	0.62053
OAZ1	5	0.061703	0.60994	0.57742	0.88456	0.5419	0.80563
OAZ2	5	0.16019	0.84679	0.167	0.57557	0.39711	0.72439
OAZ3	5	0.17599	1.138	0.12807	0.51074	0.25512	0.63326
OBFC1	5	-0.088179	-0.57812	0.681	0.92365	0.56318	0.81524
OBP2A	3	0.031633	0.17669	0.84655	0.97009	0.85975	0.94823
OBP2B	4	-0.42406	-2.1741	0.095468	0.44606	0.029697	0.3181
OBSCN	5	0.41293	1.7922	0.00027769	0.007278	0.073101	0.48765
OBSL1	5	0.072329	0.67081	0.5241	0.86067	0.50234	0.78198
OC90	5	0.18544	1.4158	0.10763	0.47326	0.15682	0.57162
OCA2	5	0.10623	0.95063	0.36399	0.77478	0.34179	0.69024
OCEL1	5	0.069111	0.59443	0.53982	0.86894	0.55223	0.81012
OCIAD1	4	0.1592	0.83774	0.22642	0.65311	0.40218	0.72778
OCIAD2	5	0.037998	0.38063	0.70449	0.93217	0.70348	0.88258
OCLN	8	0.15592	1.378	0.087415	0.42702	0.1682	0.58039
OCM	4	0.12583	0.82655	0.34227	0.75999	0.40849	0.73148
OCM2	5	-0.21472	-1.2855	0.30545	0.72713	0.19861	0.59772
OCRL	5	0.0132	0.10402	0.8405	0.96926	0.91715	0.96991
OCSTAMP	5	0.030073	0.23388	0.74697	0.94492	0.81508	0.93127
ODAM	4	-0.06054	-0.2861	0.78968	0.95552	0.7748	0.91457
ODC1	4	0.094396	0.70038	0.47506	0.83595	0.48369	0.77261
ODF1	5	-0.1421	-0.68567	0.4895	0.8428	0.49292	0.77753
ODF2	5	0.14039	1.0009	0.22915	0.65617	0.31689	0.67375
ODF2L	5	-0.0841	-0.53562	0.69716	0.92944	0.59222	0.82946
ODF3	5	0.1501	1.0552	0.19588	0.61682	0.29135	0.65753
ODF3B	5	-0.027147	-0.30319	0.94907	0.98843	0.76174	0.90998
ODF3L1	5	-0.068453	-0.84681	0.7623	0.94832	0.3971	0.72439
ODF3L2	5	0.17872	1.4378	0.12229	0.5024	0.15048	0.56687
ODF4	5	0.19078	1.3614	0.09669	0.44848	0.17339	0.58375
OFD1	5	0.16211	0.97802	0.1615	0.56675	0.32806	0.68147
OGDH	5	-0.78167	-3.1249	0.0032211	0.054614	0.0017785	0.039633
OGDHL	5	0.046844	0.67525	0.6585	0.91556	0.49952	0.78105
OGFOD1	5	0.28331	1.8621	0.011218	0.13325	0.062582	0.46799
OGFOD2	5	0.12564	0.71494	0.28146	0.70871	0.47465	0.76837
OGFOD3	5	0.16595	1.513	0.15001	0.54533	0.13027	0.55098
OGFR	5	0.11081	1.1002	0.3435	0.7607	0.27125	0.64622
OGFRL1	5	-0.22436	-1.4094	0.28696	0.71348	0.15871	0.57179
OGG1	5	0.17458	1.3364	0.1309	0.51518	0.18142	0.58925
OGN	5	0.12294	0.61332	0.29129	0.71559	0.53966	0.80517
OGT	5	-1.7376	-4.7496	0	0	2.0382e-06	0.00022515
OIP5	5	-0.43685	-2.069	0.061591	0.3582	0.038543	0.37373
OIT3	5	0.12957	0.92284	0.26663	0.69389	0.35609	0.69791
OLA1	5	-0.21365	-1.3887	0.30784	0.72945	0.16493	0.57675
OLAH	5	0.15753	0.99674	0.17344	0.58407	0.31889	0.6756
OLFM1	6	0.22051	1.9048	0.033767	0.25752	0.056807	0.4528
OLFM2	5	0.059294	0.68978	0.58914	0.88719	0.49033	0.77644
OLFM3	5	-0.059397	-0.47565	0.80079	0.95821	0.63432	0.84848
OLFM4	5	0.14829	1.1858	0.20204	0.62584	0.23569	0.62207
OLFML1	5	0.17332	0.92521	0.13346	0.51878	0.35486	0.69709
OLFML2A	5	0.1101	0.69058	0.34666	0.76196	0.48983	0.77606
OLFML2B	5	0.12754	0.82195	0.27402	0.70188	0.41111	0.73297
OLFML3	5	-0.27424	-1.7741	0.20543	0.63112	0.076045	0.48849
OLIG1	5	0.09645	0.67626	0.4102	0.8044	0.49888	0.78073
OLIG2	5	-0.072714	-0.48985	0.74497	0.94451	0.62424	0.8429
OLIG3	5	0.06525	0.88271	0.55959	0.87686	0.37739	0.71091
OLR1	5	0.08321	0.76866	0.47201	0.83578	0.4421	0.75012
OMA1	5	0.097253	0.57157	0.40592	0.80257	0.56761	0.81698
OMD	5	0.11813	0.5794	0.31067	0.72992	0.56232	0.81476
OMG	5	0.083996	0.60049	0.4684	0.83563	0.54818	0.80805
OMP	5	0.10219	0.94913	0.38309	0.78843	0.34256	0.69037
ONECUT1	5	0.095652	0.93485	0.41408	0.80695	0.34987	0.6938
ONECUT2	5	0.18641	1.4763	0.10552	0.46821	0.13986	0.55965
ONECUT3	5	0.10821	0.51844	0.35544	0.76896	0.60415	0.83391
OOEP	5	-0.17718	-1.5968	0.39115	0.79206	0.1103	0.53457
OOSP2	5	-0.062861	-0.39603	0.78507	0.95469	0.69208	0.87702
OPA1	5	-0.54199	-2.1089	0.025658	0.2169	0.034957	0.35263
OPA3	6	-0.1522	-1.5492	0.43524	0.81755	0.12134	0.54232
OPALIN	7	-0.064591	-0.51366	0.77385	0.95087	0.60749	0.83547
OPCML	5	0.14732	1.2201	0.20538	0.63106	0.22243	0.61112
OPHN1	5	0.28906	1.5722	0.0094968	0.11892	0.11589	0.53782
OPN1LW	2	0.30663	1.33	0.079751	0.40912	0.18352	0.59027
OPN1SW	4	0.12051	0.84995	0.36205	0.77444	0.39536	0.72304
OPN3	5	0.019514	0.15718	0.80562	0.95914	0.87511	0.95403
OPN4	5	0.086853	0.77403	0.45496	0.82831	0.43891	0.74796
OPN5	5	0.18998	1.1585	0.098412	0.45262	0.24667	0.62866
OPRD1	5	0.21426	1.7827	0.060147	0.35334	0.074631	0.48849
OPRK1	5	0.10469	1.2234	0.37115	0.77903	0.22117	0.61043
OPRL1	5	0.18309	1.263	0.11335	0.48609	0.2066	0.60233
OPRM1	5	0.25159	1.095	0.025769	0.21764	0.27351	0.6475
OPTC	5	0.15792	1.4553	0.17239	0.58182	0.14557	0.56503
OPTN	5	0.16599	1.0529	0.14989	0.54525	0.2924	0.65797
ORAI1	5	0.030433	0.23921	0.74525	0.94453	0.81094	0.92994
ORAI2	5	0.13665	1.1586	0.24192	0.67056	0.24663	0.62866
ORAI3	5	-0.4304	-2.1065	0.06459	0.36581	0.035163	0.35378
ORAOV1	5	-1.819	-4.0425	0	0	5.2889e-05	0.0027927
ORC1	5	-1.0668	-3.7895	0.00011107	0.0032949	0.00015094	0.0061627
ORC2	5	-0.22118	-0.98872	0.29351	0.71865	0.3228	0.67756
ORC3	5	-0.16685	-1.1701	0.41942	0.80874	0.24197	0.62481
ORC4	5	-0.067442	-0.30673	0.76713	0.95005	0.75905	0.90845
ORC5	5	-0.10204	-0.53328	0.62746	0.90475	0.59384	0.83037
ORC6	5	-1.3138	-3.5277	0	0	0.00041926	0.013232
ORM1	4	-0.16904	-1.1862	0.44335	0.82189	0.23555	0.62179
ORM2	4	0.11519	1.3515	0.38354	0.78854	0.17653	0.58498
ORMDL1	5	0.075798	0.64198	0.50689	0.85219	0.52089	0.79363
ORMDL2	4	-0.20497	-1.6745	0.36438	0.77478	0.094031	0.51504
ORMDL3	5	0.045884	0.32214	0.66361	0.91762	0.74734	0.90283
OS9	5	-0.065943	-0.44873	0.77291	0.95062	0.65363	0.85891
OSBP	5	-0.81295	-2.8253	0.0023881	0.043129	0.0047231	0.082846
OSBP2	5	0.20186	1.6925	0.07864	0.40655	0.090544	0.51177
OSBPL10	5	0.061366	0.5771	0.5787	0.88456	0.56388	0.81551
OSBPL11	5	0.076913	0.5451	0.50094	0.8495	0.58569	0.82648
OSBPL1A	5	0.039498	0.3278	0.69705	0.92944	0.74306	0.90062
OSBPL2	5	-0.079621	-0.67539	0.71682	0.93482	0.49942	0.78105
OSBPL3	5	0.14113	0.95012	0.22609	0.65311	0.34205	0.69024
OSBPL5	5	0.14737	1.5439	0.20532	0.631	0.1226	0.54415
OSBPL6	5	0.15065	1.1667	0.1941	0.61467	0.24334	0.62559
OSBPL7	5	0.074985	0.55495	0.51005	0.85299	0.57893	0.8223
OSBPL8	5	-0.085111	-0.52287	0.6931	0.92855	0.60107	0.83266
OSBPL9	5	-0.088185	-0.66782	0.681	0.92365	0.50425	0.78254
OSCAR	5	0.20372	1.4219	0.075197	0.39562	0.15507	0.56919
OSCP1	5	0.08849	0.62359	0.44507	0.82258	0.53289	0.80007
OSER1	5	0.03448	0.24821	0.72237	0.93618	0.80397	0.92673
OSGEP	5	-0.8211	-3.1286	0.0023326	0.042683	0.0017562	0.039233
OSGEPL1	5	0.070881	0.45169	0.53099	0.86439	0.65149	0.8577
OSGIN1	5	0.13734	1.3449	0.23892	0.66713	0.17867	0.58607
OSGIN2	5	0.010428	0.10155	0.85488	0.97009	0.91911	0.9711
OSM	5	0.1142	1.0541	0.32806	0.74587	0.29182	0.65753
OSMR	5	0.10231	0.79142	0.38243	0.78796	0.4287	0.7421
OSR1	5	0.082244	0.717	0.4754	0.83595	0.47337	0.7682
OSR2	5	0.16848	1.6396	0.14395	0.53498	0.10109	0.52384
OSTC	5	-0.40595	-1.7796	0.077585	0.40352	0.075141	0.48849
OSTF1	5	0.015053	0.11292	0.83083	0.96705	0.91009	0.96724
OSTM1	5	0.29324	1.7048	0.0080529	0.10662	0.088236	0.50874
OSTN	5	0.20032	1.1139	0.081306	0.41337	0.26534	0.64164
OTC	5	0.24658	1.5764	0.028379	0.23164	0.11494	0.53733
OTOA	5	-0.11098	-0.77129	0.59447	0.88907	0.44054	0.74903
OTOF	5	-0.0080194	-0.062651	0.95357	0.9894	0.95004	0.98189
OTOG	5	0.18316	1.1503	0.11318	0.48582	0.25004	0.63024
OTOL1	5	0.071845	0.65314	0.52632	0.8617	0.51367	0.78906
OTOP1	5	-0.5254	-2.1868	0.029823	0.23719	0.028756	0.31208
OTOP2	5	-0.068859	-0.6862	0.76075	0.94802	0.49259	0.77742
OTOP3	5	0.17959	1.3348	0.12085	0.49989	0.18193	0.58933
OTOR	5	0.3558	1.462	0.0012774	0.026376	0.14373	0.56371
OTOS	5	0.14269	0.93927	0.22082	0.64874	0.34759	0.69279
OTP	5	-0.029724	-0.18838	0.93524	0.98608	0.85058	0.94573
OTUB1	5	-0.15177	-1.2491	0.46162	0.83082	0.21164	0.60428
OTUB2	5	0.14659	1.0374	0.20788	0.63462	0.29953	0.66164
OTUD1	5	-0.053594	-0.35728	0.82672	0.96499	0.72088	0.88982
OTUD3	5	0.012592	0.092558	0.84427	0.97009	0.92625	0.97448
OTUD4	7	0.026889	0.15787	0.70021	0.93128	0.87456	0.95392
OTUD5	5	-0.31651	-2.2319	0.15223	0.5482	0.025619	0.28791
OTUD6A	5	0.21003	1.3876	0.065534	0.36842	0.16526	0.57724
OTUD6B	5	0.007139	0.035014	0.87321	0.97344	0.97207	0.99007
OTUD7A	5	-0.02521	-0.20845	0.95935	0.99174	0.83488	0.93927
OTUD7B	5	-0.031039	-0.20138	0.92975	0.98519	0.8404	0.94141
OTX1	5	-0.099428	-0.99449	0.63684	0.90749	0.31998	0.67585
OTX2	5	-0.056445	-0.51389	0.8139	0.96054	0.60733	0.83547
OVCA2	5	0.13759	1.1951	0.23792	0.66646	0.23206	0.61941
OVGP1	5	-0.091605	-0.94993	0.66728	0.91809	0.34215	0.69024
OVOL1	5	-0.018029	-0.19942	0.99411	0.999	0.84193	0.94207
OVOL2	5	0.17205	1.6495	0.13673	0.52602	0.099037	0.52261
OXA1L	5	-0.51654	-2.2726	0.031878	0.24859	0.023048	0.26846
OXCT1	5	0.0066508	0.077185	0.87587	0.97397	0.93848	0.97927
OXCT2	5	0.127	0.94121	0.2763	0.70388	0.34659	0.69223
OXER1	5	-0.12564	-1.0314	0.54287	0.86985	0.30236	0.66288
OXGR1	5	0.17014	1.4161	0.14079	0.532	0.15675	0.57161
OXLD1	5	-0.101	-1.0117	0.63162	0.90651	0.31168	0.66968
OXNAD1	4	0.12293	1.0944	0.3536	0.76778	0.27379	0.64761
OXR1	12	-0.22199	-1.973	0.12812	0.51074	0.048501	0.42343
OXSM	5	-0.10266	-0.70295	0.62496	0.90344	0.48209	0.77139
OXSR1	5	0.028896	0.24637	0.75353	0.94644	0.8054	0.92706
OXT	5	0.049218	0.39801	0.64501	0.9109	0.69062	0.87635
OXTR	5	-0.014381	-0.13644	0.98795	0.99843	0.89148	0.95993
P2RX1	5	0.13341	1.0236	0.2528	0.68172	0.30602	0.66517
P2RX2	5	0.047773	0.47294	0.65323	0.91372	0.63626	0.84947
P2RX3	5	0.063884	0.88114	0.56681	0.88066	0.37824	0.71129
P2RX4	5	-0.069413	-0.33641	0.75803	0.94726	0.73656	0.89763
P2RX5	5	0.11813	1.0526	0.31067	0.72992	0.29251	0.65797
P2RX6	4	0.093308	1.1989	0.47978	0.83789	0.23057	0.61848
P2RX7	5	0.10333	0.72248	0.37737	0.78365	0.47	0.76642
P2RY1	5	0.078188	0.96543	0.49411	0.84492	0.33433	0.68486
P2RY10	4	0.059828	0.54604	0.64018	0.90915	0.58504	0.82608
P2RY11	5	-0.17771	-1.2514	0.38954	0.79138	0.21078	0.60412
P2RY12	5	0.069049	0.69167	0.54021	0.86911	0.48915	0.776
P2RY13	5	0.16198	1.5421	0.162	0.56806	0.12304	0.54448
P2RY14	5	0.015561	0.13131	0.82789	0.9656	0.89553	0.96088
P2RY2	5	0.14143	1.0527	0.22542	0.65268	0.29249	0.65797
P2RY4	5	0.2605	1.7312	0.021271	0.19692	0.083421	0.50346
P2RY6	5	-0.047864	-0.37908	0.85183	0.97009	0.70463	0.88284
P2RY8	5	0.22231	1.7005	0.050261	0.32092	0.089029	0.51069
P4HA1	5	-0.033109	-0.19059	0.91919	0.98401	0.84885	0.94478
P4HA2	5	-0.2407	-1.5906	0.25775	0.68658	0.1117	0.53493
P4HA3	5	0.037243	0.31443	0.70937	0.93384	0.7532	0.90609
P4HB	5	-0.13519	-1.1538	0.51044	0.85299	0.2486	0.62955
P4HTM	5	0.025223	0.18805	0.77474	0.95113	0.85083	0.94573
PA2G4	5	-0.23273	-1.3063	0.27224	0.70059	0.19143	0.59288
PAAF1	5	-0.061071	-0.49811	0.7934	0.95652	0.61841	0.84036
PABPC1	5	-0.62827	-3.0283	0.013051	0.14542	0.0024594	0.050798
PABPC1L	5	0.1277	1.0445	0.27352	0.70178	0.29627	0.65885
PABPC1L2A	2	0.06402	0.60265	0.76313	0.94852	0.54674	0.8076
PABPC1L2B	3	-0.0098987	-0.094543	0.97634	0.99688	0.92468	0.97357
PABPC3	5	0.13946	0.97746	0.23187	0.66003	0.32834	0.68147
PABPC4	5	0.11956	1.0662	0.30484	0.72638	0.28635	0.6543
PABPC5	5	0.23335	1.5746	0.03982	0.28351	0.11536	0.53733
PABPN1	4	-1.0442	-3.111	0.0013884	0.028313	0.0018642	0.040886
PABPN1L	5	0.12516	1.0703	0.28285	0.71022	0.2845	0.6539
PACRG	5	0.15251	1.4807	0.18883	0.60682	0.13869	0.55848
PACRGL	7	0.20333	1.1367	0.036543	0.27011	0.25568	0.63385
PACS1	5	-0.010033	-0.076145	0.96507	0.99337	0.9393	0.97958
PACS2	5	-0.039304	-0.45467	0.89009	0.97785	0.64935	0.85651
PACSIN1	5	0.027359	0.16222	0.76308	0.94852	0.87113	0.95232
PACSIN2	5	0.042557	0.29606	0.68111	0.92365	0.76718	0.91199
PACSIN3	5	-0.0341	-0.27642	0.91458	0.98305	0.78223	0.91787
PADI1	5	0.30067	2.158	0.0065534	0.092248	0.030927	0.32659
PADI2	5	0.023627	0.21719	0.78385	0.95436	0.82806	0.93647
PADI3	5	-0.057602	-0.48391	0.80818	0.95944	0.62845	0.84497
PADI4	5	0.14876	1.1132	0.2001	0.6226	0.26563	0.64187
PAEP	5	-0.032713	-0.24887	0.92147	0.98457	0.80346	0.92673
PAF1	5	-0.77226	-2.8856	0.0036654	0.059729	0.0039066	0.072368
PAFAH1B1	5	-1.282	-3.7005	0	0	0.00021514	0.0080253
PAFAH1B2	5	0.17855	1.1222	0.12251	0.50285	0.26179	0.63863
PAFAH1B3	5	0.074945	0.48789	0.51022	0.85299	0.62563	0.84385
PAFAH2	5	0.099373	0.85804	0.39498	0.79473	0.39087	0.7202
PAG1	5	-0.062473	-0.48311	0.78674	0.95495	0.62902	0.84536
PAGE1	5	0.26184	1.1836	0.02016	0.19045	0.23657	0.62271
PAGE2	2	0.19133	0.54819	0.30718	0.72876	0.58356	0.82532
PAGE2B	2	0.15454	0.71208	0.42191	0.80905	0.47642	0.76908
PAGE4	5	0.27532	1.1094	0.014329	0.15449	0.26725	0.64316
PAGE5	4	0.19549	1.1604	0.13184	0.5171	0.24588	0.62791
PAGR1	5	-0.50522	-2.1378	0.034877	0.26276	0.032535	0.33657
PAH	5	0.18259	1.349	0.1143	0.48758	0.17733	0.58576
PAICS	4	-0.32762	-1.9436	0.17844	0.59194	0.051938	0.43742
PAIP1	5	-0.22392	-1.4242	0.28802	0.71423	0.15439	0.56895
PAIP2	4	-0.24064	-1.2504	0.29657	0.72104	0.21114	0.60412
PAIP2B	5	0.083199	0.97619	0.47201	0.83578	0.32897	0.68172
PAK1	5	-0.11873	-0.66821	0.56648	0.88063	0.504	0.7824
PAK1IP1	5	-0.96832	-2.8056	0.00027769	0.007278	0.0050223	0.086126
PAK2	5	-0.18231	-1.7527	0.37837	0.78428	0.079652	0.49364
PAK3	5	0.20053	1.5093	0.080973	0.4128	0.13121	0.55151
PAK4	5	-0.054638	-0.43616	0.82295	0.96387	0.66272	0.86311
PAK6	5	0.1274	1.1215	0.27474	0.7028	0.26206	0.63892
PAK7	5	0.22542	1.5202	0.046929	0.30941	0.12845	0.54904
PALB2	5	-0.11218	-1.1961	0.58986	0.88738	0.23167	0.6189
PALD1	5	-0.018699	-0.14454	0.99128	0.99882	0.88507	0.9578
PALLD	5	-0.075872	-0.71847	0.73231	0.94058	0.47247	0.76773
PALM	5	-0.037535	-0.34216	0.89953	0.97976	0.73223	0.8952
PALM2	5	-0.04625	-0.38275	0.85921	0.97059	0.70191	0.88196
PALM2-AKAP2	2	-0.00090557	-0.0057035	0.98228	0.99803	0.99545	0.99778
PALM3	5	-0.095391	-0.86901	0.65162	0.91332	0.38484	0.71504
PALMD	5	-0.084979	-1.1177	0.69366	0.92855	0.26369	0.6403
PAM	5	0.080661	0.78532	0.48328	0.83939	0.43227	0.74504
PAM16	5	-1.4646	-4.2687	0	0	1.9661e-05	0.0013073
PAMR1	5	0.18639	1.6717	0.10552	0.46821	0.094591	0.51535
PAN2	5	-0.11065	-1.194	0.59608	0.88939	0.23249	0.61981
PAN3	5	-0.058631	-0.70592	0.80418	0.95894	0.48024	0.77062
PANK1	5	0.10698	0.83457	0.3611	0.77422	0.40396	0.72906
PANK2	5	0.15661	1.3528	0.17639	0.58942	0.17613	0.58498
PANK3	5	-0.062255	-0.60274	0.78746	0.95495	0.54668	0.8076
