Gene	sgRNA	MP38|beta	MP38|z	MP38|p-value	MP38|fdr	MP38|wald-p-value	MP38|wald-fdr
LCN9	5	0.1149	0.49982	0.19444	0.68526	0.6172	0.8716
LCNL1	5	0.056268	0.53192	0.51749	0.8865	0.59478	0.86326
LCOR	5	-0.1027	-1.3054	0.42014	0.84553	0.19177	0.67862
LCORL	5	0.10673	0.96123	0.22887	0.72425	0.33643	0.75842
LCP1	5	0.068199	0.79294	0.43891	0.85475	0.42782	0.795
LCP2	5	0.12372	1.6676	0.16056	0.64388	0.095399	0.59838
LCT	5	0.052129	0.54398	0.54526	0.89564	0.58646	0.8603
LCTL	5	0.10498	1.0911	0.23598	0.73107	0.27524	0.72453
LDB1	5	-0.10766	-1.2408	0.40003	0.83573	0.21468	0.69132
LDB2	5	0.17512	1.6743	0.04554	0.38282	0.094068	0.59576
LDB3	5	-0.039377	-0.48945	0.76819	0.95267	0.62452	0.87531
LDHA	3	-0.35015	-1.4529	0.073531	0.47387	0.14625	0.6507
LDHAL6A	5	0.008854	0.14121	0.88037	0.97918	0.8877	0.96899
LDHAL6B	5	-0.086474	-1.1355	0.49533	0.87726	0.25619	0.7133
LDHB	5	-0.013874	-0.14971	0.94791	0.99131	0.88099	0.9663
LDHC	5	0.15084	1.337	0.083972	0.50249	0.18123	0.67144
LDHD	5	-0.011185	-0.1447	0.96812	0.99362	0.88495	0.96783
LDLR	5	0.021405	0.25506	0.77796	0.95516	0.79868	0.93832
LDLRAD1	10	-0.10268	-1.4962	0.30262	0.78344	0.1346	0.63364
LDLRAD2	5	0.099817	0.94731	0.2603	0.75135	0.34348	0.76162
LDLRAD3	5	0.17	1.3183	0.050816	0.39869	0.18741	0.67606
LDLRAD4	5	0.069455	1.0802	0.43158	0.84994	0.28004	0.72745
LDLRAP1	5	0.024582	0.34017	0.75392	0.94831	0.73373	0.91341
LDOC1	5	0.11175	1.7715	0.20765	0.70064	0.076469	0.57554
LDOC1L	5	0.22905	1.6186	0.0087749	0.14549	0.10553	0.6092
LEAP2	5	0.22383	1.6024	0.010441	0.16448	0.10908	0.61316
LECT1	5	0.044324	0.56525	0.6033	0.91471	0.5719	0.85515
LECT2	5	0.12392	1.0468	0.15995	0.64271	0.2952	0.73784
LEF1	5	0.13954	1.3804	0.11096	0.5663	0.16745	0.6664
LEFTY1	3	0.11821	1.1905	0.30962	0.78824	0.23383	0.70289
LEFTY2	3	0.086935	1.0792	0.46351	0.86469	0.28051	0.72779
LEKR1	5	0.23887	1.3731	0.0062201	0.11429	0.16973	0.66756
LELP1	5	-0.20302	-1.4451	0.14628	0.62064	0.14842	0.65294
LEMD1	10	0.20106	1.9097	0.0013884	0.040584	0.056168	0.53167
LEMD2	7	-0.13954	-2.0171	0.23037	0.72548	0.043685	0.48856
LEMD3	5	0.018525	0.25868	0.80134	0.962	0.79588	0.93695
LENEP	3	-0.037028	-0.32471	0.78863	0.9575	0.7454	0.91779
LENG1	5	0.063297	0.58139	0.47029	0.86755	0.56098	0.85109
LENG8	5	-0.13735	-1.4624	0.29412	0.77942	0.14363	0.64699
LENG9	5	0.12119	1.5174	0.17039	0.65704	0.12917	0.6287
LEO1	5	0.082503	0.57238	0.34983	0.80998	0.56706	0.85282
LEP	5	0.11604	0.95621	0.18988	0.67996	0.33896	0.75962
LEPR	5	0.021067	0.22725	0.78046	0.9556	0.82023	0.9468
LEPRE1	5	-0.019689	-0.14654	0.90698	0.98506	0.8835	0.96718
LEPREL1	5	0.13111	0.9935	0.13434	0.60144	0.32047	0.74811
LEPREL2	5	0.024888	0.50514	0.75164	0.94829	0.61346	0.87002
LEPREL4	5	-0.009586	-0.077657	0.97995	0.99656	0.9381	0.98481
LEPROT	5	0.057116	0.7279	0.51061	0.88234	0.46668	0.81356
LEPROTL1	6	0.099143	0.67757	0.22204	0.71585	0.49805	0.8276
LETM1	5	-0.0020313	-0.036239	0.96279	0.99292	0.97109	0.9936
LETM2	5	-0.030027	-0.22048	0.83222	0.9674	0.8255	0.94854
LETMD1	5	-0.017731	-0.11225	0.92019	0.98778	0.91063	0.97538
LFNG	5	-0.030558	-0.43187	0.828	0.9663	0.66583	0.88985
LGALS1	5	0.13031	1.5196	0.13634	0.60393	0.12861	0.6287
LGALS12	5	0.045389	0.64923	0.59525	0.91087	0.51619	0.83415
LGALS13	5	0.12353	1.3821	0.16117	0.64468	0.16694	0.6664
LGALS14	6	0.043877	0.42069	0.5667	0.90416	0.67398	0.89258
LGALS16	5	0.028025	0.39287	0.72709	0.94201	0.69442	0.89987
LGALS2	5	0.14675	1.5135	0.091525	0.51919	0.13015	0.6287
LGALS3	5	0.11047	1.273	0.21248	0.70538	0.20303	0.68402
LGALS3BP	5	0.059591	1.0287	0.49389	0.87721	0.30364	0.74037
LGALS4	5	0.041726	0.44052	0.62113	0.91723	0.65956	0.88788
LGALS7	4	0.060886	0.56273	0.54598	0.89593	0.57362	0.85579
LGALS7B	2	0.023761	0.26859	0.90275	0.98506	0.78824	0.934
LGALS8	5	0.19958	0.90476	0.021382	0.24919	0.36559	0.76965
LGALS9	5	-0.21334	-1.9901	0.13023	0.59457	0.046578	0.49892
LGALS9C	3	-0.079972	-0.70199	0.57942	0.90627	0.48268	0.82267
LGALSL	5	0.10361	1.223	0.24242	0.73783	0.22132	0.69262
LGI1	5	-0.038911	-0.37309	0.77208	0.95384	0.70908	0.90486
LGI2	5	-0.00037291	-0.0046595	0.94918	0.99131	0.99628	0.99947
LGI3	5	0.058557	0.5412	0.50039	0.87885	0.58837	0.86067
LGI4	5	0.16223	1.3587	0.062535	0.43818	0.17425	0.66928
LGMN	5	0.067172	0.6799	0.44557	0.85669	0.49657	0.82687
LGR4	5	0.15541	1.6956	0.075197	0.47912	0.089967	0.5913
LGR5	5	0.029901	0.30308	0.7121	0.93852	0.76183	0.9238
LGR6	5	0.034356	0.5601	0.67789	0.93006	0.57541	0.85656
LGSN	5	-0.035053	-0.3136	0.79807	0.96088	0.75382	0.92054
LHB	3	-0.03105	-0.24996	0.82261	0.96536	0.80262	0.93931
LHCGR	4	0.064778	0.65653	0.52055	0.88793	0.51148	0.83241
LHFP	5	0.1338	1.2627	0.1264	0.59216	0.20668	0.6879
LHFPL1	5	0.055154	0.60895	0.52494	0.8897	0.54256	0.84545
LHFPL2	5	0.15319	1.6819	0.079696	0.49093	0.092593	0.59544
LHFPL4	4	0.0315	0.39797	0.74936	0.94782	0.69065	0.89822
LHFPL5	5	0.097283	1.0603	0.27058	0.75723	0.28903	0.73392
LHPP	5	0.14397	1.1805	0.099522	0.5396	0.2378	0.70526
LHX1	5	-0.011881	-0.16828	0.96257	0.99292	0.86636	0.96179
LHX2	5	0.17744	1.5441	0.042541	0.36774	0.12256	0.62446
LHX3	5	0.063809	0.95862	0.46634	0.86683	0.33775	0.75909
LHX4	5	-0.10401	-1.2642	0.41403	0.84233	0.20614	0.687
LHX5	5	-0.12447	-0.97119	0.33705	0.80555	0.33146	0.75472
LHX6	8	-0.0027862	-0.046413	0.91714	0.98744	0.96298	0.99105
LHX8	5	0.065257	0.61504	0.45651	0.86088	0.53853	0.84376
LHX9	5	-0.00013065	-0.0013713	0.94807	0.99131	0.99891	0.99981
LIAS	5	0.056488	0.75602	0.51577	0.88627	0.44963	0.80668
LIF	7	0.0088611	0.10394	0.82245	0.96536	0.91722	0.97702
LIFR	5	-0.13684	-1.3154	0.29535	0.77942	0.18838	0.67634
LIG1	5	-0.0077142	-0.12701	0.99389	0.99933	0.89893	0.97244
LIG3	5	-0.073835	-0.78239	0.55909	0.9026	0.43398	0.79836
LIG4	5	0.08966	0.69774	0.30929	0.78812	0.48534	0.82358
LILRA1	5	0.10998	1.1139	0.21487	0.70731	0.26531	0.71821
LILRA2	6	0.181	1.8147	0.02377	0.26534	0.069577	0.56535
LILRA3	7	0.0028766	0.036765	0.87515	0.97918	0.97067	0.99344
LILRA4	5	-0.0012713	-0.0096241	0.95629	0.99292	0.99232	0.99851
LILRA5	8	-0.017306	-0.20019	0.95113	0.99184	0.84134	0.95247
LILRA6	3	0.069082	0.5224	0.56054	0.9026	0.60139	0.86506
LILRB1	6	0.035954	0.51953	0.62912	0.91803	0.60339	0.86586
LILRB2	10	0.042355	0.73446	0.44885	0.85669	0.46267	0.81165
LILRB3	2	0.14083	0.85306	0.32395	0.79932	0.39363	0.78047
LILRB4	5	0.2489	1.7742	0.0042764	0.089535	0.076026	0.57554
LILRB5	5	0.14495	1.2253	0.096912	0.53274	0.22046	0.69262
LIM2	5	0.052655	0.71595	0.54143	0.89391	0.47402	0.81732
LIMA1	5	0.035245	0.33165	0.67039	0.92781	0.74015	0.91639
LIMCH1	5	0.086927	1.0228	0.32406	0.79932	0.30639	0.7422
LIMD1	5	-0.0044012	-0.076461	0.9804	0.99656	0.93905	0.98486
LIMD2	4	-0.10527	-1.0736	0.44563	0.85669	0.28301	0.72941
LIME1	5	0.098403	1.4374	0.26586	0.75338	0.15061	0.65551
LIMK1	5	-0.028022	-0.28705	0.84761	0.97136	0.77407	0.92755
LIMK2	5	0.088844	0.72185	0.31367	0.79168	0.47039	0.8151
LIMS1	6	-0.17443	-1.5518	0.16833	0.65366	0.1207	0.62183
LIMS2	6	-0.079467	-1.2678	0.509	0.88142	0.20487	0.68547
LIMS3	5	-0.45662	-2.6773	0.0070532	0.12475	0.007422	0.16082
LIMS3L	1	-0.42457	-1.2725	0.13906	0.60836	0.2032	0.68402
LIN28A	5	-0.071277	-0.91103	0.5727	0.90575	0.36228	0.76932
LIN28B	5	-0.09414	-0.57714	0.4589	0.86206	0.56384	0.85241
LIN37	5	0.041781	0.62403	0.62079	0.91723	0.5326	0.84107
LIN52	5	-0.21804	-1.5172	0.12407	0.58743	0.12922	0.6287
LIN54	5	-0.15454	-1.1878	0.24492	0.74101	0.23493	0.70402
LIN7A	5	0.072028	0.60654	0.41603	0.8433	0.54416	0.84614
LIN7B	5	0.023967	0.28174	0.75808	0.9491	0.77814	0.92916
LIN7C	5	0.014383	0.21933	0.83456	0.96873	0.82639	0.94874
LIN9	5	-0.17929	-0.91823	0.18955	0.67996	0.3585	0.76801
LINGO1	5	-0.041937	-0.3869	0.75153	0.94829	0.69883	0.90118
LINGO2	5	0.11172	0.86898	0.20771	0.70064	0.38486	0.77557
LINGO3	5	-0.1236	-1.1558	0.33978	0.8068	0.24774	0.71022
LINGO4	5	0.19207	1.5529	0.026935	0.28462	0.12044	0.62123
LINS	5	0.047106	0.51328	0.58325	0.90715	0.60775	0.86721
LIPA	5	0.15711	1.3557	0.07131	0.46392	0.1752	0.6695
LIPC	5	0.12637	1.4735	0.15089	0.6289	0.14062	0.64187
LIPE	5	-0.11334	-0.90673	0.37676	0.823	0.36455	0.76936
LIPF	5	-0.054809	-0.66877	0.66889	0.92718	0.50364	0.82995
LIPG	5	0.015788	0.21337	0.82328	0.96536	0.83104	0.94984
LIPH	5	-0.012697	-0.2344	0.95696	0.99292	0.81468	0.94411
LIPI	5	0.038932	0.41255	0.64262	0.92076	0.67993	0.89443
LIPJ	5	-0.069774	-0.89063	0.58042	0.90666	0.37313	0.77145
LIPK	5	0.11555	1.1745	0.19194	0.68199	0.24019	0.70655
LIPM	5	0.1931	1.1409	0.025936	0.27847	0.25392	0.71293
LIPN	5	0.026802	0.32614	0.73709	0.94464	0.74432	0.91749
LIPT1	5	-0.00347	-0.039034	0.9729	0.99489	0.96886	0.99313
LIPT2	5	-0.11048	-1.7175	0.38848	0.82932	0.085885	0.58829
LITAF	5	0.00605	0.11889	0.90126	0.98506	0.90536	0.97415
LIX1	5	0.13701	1.3146	0.11735	0.57712	0.18865	0.67634
LIX1L	5	-0.035242	-0.45495	0.79657	0.95985	0.64914	0.88419
LLGL1	5	-0.044028	-0.60776	0.73831	0.94464	0.54335	0.84545
LLGL2	5	-0.077754	-0.88203	0.53854	0.89311	0.37776	0.77385
LLPH	5	-0.07331	-0.39404	0.56209	0.90277	0.69355	0.89973
LMAN1	5	0.033286	0.333	0.68594	0.933	0.73913	0.91615
LMAN1L	5	0.18407	1.565	0.034266	0.32422	0.11759	0.62021
LMAN2	5	0.20336	1.7556	0.01966	0.23781	0.07916	0.58053
LMAN2L	5	0.12093	1.0302	0.17144	0.65821	0.30292	0.74037
LMBR1	5	0.16598	1.6277	0.056315	0.41884	0.1036	0.60738
LMBR1L	5	-0.21452	-1.8442	0.12818	0.59236	0.06516	0.55787
LMBRD1	5	-0.10326	-0.55906	0.41725	0.84417	0.57612	0.85685
LMBRD2	5	0.11088	1.2035	0.2111	0.70494	0.22878	0.6981
LMCD1	9	0.11798	1.6653	0.067977	0.45777	0.095858	0.59884
LMF1	5	0.21388	1.8045	0.014217	0.19845	0.071156	0.56995
LMF2	5	-0.040078	-0.34547	0.76241	0.95038	0.72974	0.91185
LMLN	5	0.028101	0.24776	0.72665	0.94201	0.80432	0.94005
LMNA	4	-0.41992	-2.6232	0.020715	0.24395	0.0087098	0.17862
LMNB1	5	0.086307	0.65072	0.32706	0.8013	0.51523	0.83405
LMNB2	5	0.048323	0.55527	0.57503	0.90627	0.57871	0.85708
LMO1	5	0.11053	0.87852	0.21221	0.70533	0.37966	0.7743
LMO2	5	0.12416	1.7242	0.15922	0.64171	0.084672	0.58829
LMO3	6	-0.009045	-0.10533	0.99589	0.99955	0.91611	0.97697
LMO4	5	0.063591	0.64649	0.46807	0.86715	0.51796	0.83521
LMO7	5	0.11891	1.3168	0.17866	0.66743	0.1879	0.67613
LMOD1	5	-0.048139	-0.40601	0.71315	0.9386	0.68474	0.89603
LMOD2	5	0.054404	0.43434	0.53005	0.89137	0.66404	0.88938
LMOD3	5	0.026818	0.25327	0.73703	0.94464	0.80006	0.93846
LMTK2	5	-0.020057	-0.29948	0.90375	0.98506	0.76458	0.92495
LMTK3	5	0.052791	0.60471	0.54093	0.89379	0.54537	0.84692
LMX1A	5	0.07761	0.73582	0.38021	0.82574	0.46184	0.81129
LMX1B	5	-0.061813	-0.59281	0.62601	0.91777	0.55331	0.84991
LNP1	5	0.07571	0.64491	0.39159	0.831	0.51898	0.83554
LNPEP	5	0.035076	0.35783	0.67172	0.9281	0.72047	0.90878
LNX1	5	0.088133	1.2131	0.31717	0.79444	0.22508	0.69473
LNX2	5	0.13343	1.1305	0.12751	0.59216	0.25827	0.71523
LOC100507003	5	0.12388	1.4669	0.16006	0.64281	0.1424	0.64496
LOC100653515	5	0.17366	1.5901	0.047318	0.38833	0.11181	0.61561
LOC101059918	1	-0.13628	-0.38516	0.50017	0.87863	0.70012	0.90149
LOC101928603	5	0.14237	1.4863	0.10424	0.5523	0.13719	0.63765
LOC147646	5	0.10962	0.91978	0.21665	0.70979	0.35769	0.76793
LOC152586	5	0.11002	0.58082	0.21482	0.70731	0.56136	0.8512
LOC643669	5	0.098355	1.2498	0.26602	0.75362	0.21136	0.68927
LOC729020	5	-0.0667	-0.55003	0.59908	0.91288	0.5823	0.85815
LOC729574	3	-0.67821	-2.5286	0.0057759	0.1089	0.011453	0.21481
LOC81691	5	-0.03014	-0.23039	0.8315	0.96725	0.81779	0.94586
LOH12CR1	5	0.0090779	0.092307	0.87843	0.97918	0.92645	0.97984
LONP1	5	-0.25084	-1.6345	0.086693	0.51078	0.10216	0.60702
LONP2	5	0.034715	0.50849	0.67489	0.92927	0.61111	0.86894
LONRF1	5	0.15515	1.3862	0.075808	0.47979	0.1657	0.6664
LONRF2	5	-0.067385	-0.53224	0.59469	0.9108	0.59456	0.86314
LONRF3	5	0.14759	1.4722	0.089692	0.51779	0.14095	0.64287
LOR	5	0.068071	0.53743	0.44002	0.85537	0.59097	0.8616
LOX	5	0.05034	0.45044	0.55992	0.9026	0.6524	0.88512
LOXHD1	5	0.19446	1.5478	0.024825	0.27075	0.12167	0.6229
LOXL1	5	0.058192	0.9332	0.503	0.87959	0.35072	0.76499
LOXL2	5	0.11436	0.9234	0.19655	0.68799	0.3558	0.7678
LOXL3	5	-0.040824	-0.82884	0.75841	0.94926	0.4072	0.78534
LOXL4	5	0.014267	0.1633	0.83561	0.96911	0.87028	0.96249
LPA	5	0.12059	0.81587	0.1725	0.65903	0.41458	0.78843
LPAR1	5	0.29874	1.9453	0.0011107	0.034783	0.051745	0.52055
LPAR2	5	0.0068612	0.090049	0.89553	0.98401	0.92825	0.98011
LPAR3	5	0.031957	0.35833	0.69488	0.93317	0.7201	0.90844
LPAR4	5	0.17884	1.7693	0.040931	0.36092	0.076851	0.57554
LPAR5	5	-0.16687	-1.6041	0.21587	0.70957	0.10869	0.61316
LPAR6	5	0.077938	0.46095	0.37754	0.8238	0.64484	0.88286
LPCAT1	5	-0.0022331	-0.023756	0.96373	0.99292	0.98105	0.99577
LPCAT2	5	0.090786	0.97688	0.30334	0.78344	0.32863	0.75294
LPCAT3	5	-0.064176	-0.6267	0.61241	0.91613	0.53085	0.8399
LPCAT4	5	-0.036752	-0.59212	0.78568	0.95672	0.55377	0.84991
LPGAT1	5	-0.0070389	-0.041694	0.99917	0.99994	0.96674	0.99228
LPHN1	5	0.047704	0.69033	0.57931	0.90627	0.48999	0.82472
LPHN2	5	-0.036721	-0.32064	0.78585	0.95679	0.74848	0.91913
LPHN3	5	0.10004	1.2962	0.25902	0.75101	0.19489	0.68094
LPIN1	5	0.023397	0.16993	0.7638	0.95038	0.86507	0.96109
LPIN2	5	0.09141	1.0487	0.30051	0.78341	0.2943	0.73732
LPIN3	5	0.12669	1.3504	0.14945	0.62552	0.17689	0.66959
LPL	5	0.19187	1.9058	0.027102	0.28555	0.05668	0.532
LPO	5	-0.046042	-0.35105	0.7262	0.94201	0.72555	0.91034
LPP	5	0.039974	0.5519	0.63446	0.91807	0.58102	0.8577
LPPR1	5	0.14329	1.1088	0.10169	0.54559	0.2675	0.71891
LPPR2	5	0.032165	0.37013	0.69355	0.93317	0.71129	0.90584
LPPR3	5	-0.062042	-0.64562	0.6244	0.91755	0.51853	0.83521
LPPR4	5	-0.037245	-0.47407	0.78263	0.9562	0.63545	0.8798
LPPR5	5	0.048198	0.59376	0.57609	0.90627	0.55267	0.84978
LPXN	5	0.064612	1.0162	0.46079	0.8635	0.30951	0.74418
LRAT	5	0.042891	0.59832	0.61324	0.91635	0.54962	0.84892
LRBA	5	-0.02386	-0.24664	0.87649	0.97918	0.80518	0.94032
LRCH1	5	0.087174	0.76641	0.322	0.79709	0.44343	0.80359
LRCH2	5	-0.04351	-0.31051	0.74203	0.94584	0.75618	0.92114
LRCH3	5	-0.052311	-0.46162	0.68527	0.93272	0.64435	0.88283
LRCH4	5	0.018253	0.28936	0.8039	0.96295	0.77231	0.92683
LRFN1	5	-0.08368	-1.3477	0.50828	0.88142	0.17777	0.66959
LRFN2	5	0.099139	1.0632	0.26275	0.75135	0.28768	0.73337
LRFN3	5	0.018419	0.16125	0.80212	0.96255	0.87189	0.9635
LRFN4	5	0.073727	0.71824	0.40431	0.83826	0.47261	0.81637
LRFN5	5	-0.019629	-0.2156	0.9072	0.98506	0.8293	0.94961
LRG1	5	-0.078076	-0.70696	0.53682	0.89311	0.47959	0.82055
LRGUK	5	0.11281	1.2795	0.20254	0.6948	0.20073	0.68402
LRIF1	9	-0.062455	-0.48386	0.56498	0.90354	0.62849	0.87694
LRIG1	5	0.11349	1.0053	0.19954	0.69083	0.31474	0.74618
LRIG2	5	0.029568	0.37795	0.71448	0.93915	0.70547	0.90404
LRIG3	5	-0.0091844	-0.063397	0.98306	0.9969	0.94945	0.98786
LRIT1	5	-0.031478	-0.29918	0.82256	0.96536	0.7648	0.92496
LRIT2	5	0.10377	1.0591	0.24192	0.73752	0.28953	0.73419
LRIT3	5	0.071973	0.85527	0.41631	0.84338	0.3924	0.78047
LRMP	5	0.12017	1.0765	0.17411	0.66209	0.2817	0.72793
LRP1	5	-0.21333	-2.0638	0.13023	0.59457	0.039039	0.46738
LRP10	5	0.12426	1.2734	0.15872	0.64171	0.20287	0.68402
LRP11	5	0.13953	1.3849	0.11096	0.5663	0.16608	0.6664
LRP12	5	-0.052047	-0.48146	0.68722	0.93301	0.63019	0.87727
LRP1B	5	-0.017295	-0.1883	0.92353	0.98829	0.85064	0.95575
LRP2	5	0.064046	0.77063	0.46446	0.86556	0.44093	0.80291
LRP2BP	5	-0.071176	-0.76951	0.57331	0.90576	0.44159	0.80304
LRP3	5	0.10045	1.3459	0.25714	0.74984	0.17833	0.66959
LRP4	5	-0.061857	-1.1064	0.62579	0.91777	0.26855	0.72007
LRP5	5	-0.0010302	-0.021686	0.95407	0.99221	0.9827	0.99581
LRP5L	5	0.0036858	0.045954	0.91925	0.98771	0.96335	0.99112
LRP6	5	-0.0096266	-0.10021	0.97956	0.99644	0.92018	0.97799
LRP8	5	0.071396	0.66463	0.41986	0.84553	0.50629	0.83079
LRPAP1	5	0.22901	1.5729	0.0087749	0.14549	0.11573	0.61865
LRPPRC	5	-0.31473	-2.4192	0.038598	0.34925	0.015556	0.2619
LRR1	5	-0.69616	-3.4498	0.00055537	0.022124	0.00056103	0.035321
LRRC1	5	-0.076166	-0.58165	0.54771	0.89687	0.5608	0.85109
LRRC10	5	-0.011126	-0.10527	0.96868	0.99385	0.91616	0.97697
LRRC10B	5	-0.061428	-0.77057	0.62785	0.91801	0.44096	0.80291
LRRC14	5	-0.031583	-0.33055	0.82173	0.96536	0.74099	0.91664
LRRC14B	5	-0.020043	-0.20495	0.90398	0.98506	0.83761	0.95095
LRRC15	5	-0.047899	-0.591	0.71482	0.93915	0.55452	0.84991
LRRC16A	5	0.13244	1.182	0.13012	0.59437	0.2372	0.70525
LRRC16B	5	0.00077892	0.010043	0.94152	0.99082	0.99199	0.99848
LRRC17	5	0.054439	0.44887	0.52993	0.89137	0.65353	0.88589
LRRC18	5	0.040507	0.46011	0.63129	0.91804	0.64544	0.88307
LRRC19	5	0.24888	1.4315	0.0042764	0.089535	0.15229	0.65573
LRRC2	5	0.21539	1.4423	0.013607	0.19491	0.14921	0.65432
LRRC20	10	-0.0014706	-0.026708	0.88165	0.97918	0.97869	0.99487
LRRC23	5	-0.0072543	-0.09396	0.99745	0.99989	0.92514	0.97954
LRRC24	5	0.010796	0.13281	0.86399	0.97634	0.89435	0.97091
LRRC25	5	0.17332	1.7638	0.047595	0.38866	0.077764	0.57657
LRRC26	5	0.1099	1.1789	0.21559	0.70904	0.23845	0.70566
LRRC27	5	0.15152	1.3024	0.082861	0.49967	0.1928	0.67889
LRRC28	5	0.17578	1.6062	0.04443	0.37641	0.10823	0.61305
LRRC29	5	0.14242	1.5864	0.10402	0.55202	0.11264	0.61604
LRRC3	5	0.10074	1.0524	0.25564	0.74797	0.29263	0.73654
LRRC30	5	0.12324	1.5132	0.16233	0.64588	0.13022	0.6287
LRRC31	5	0.28689	1.8474	0.0017772	0.048193	0.064688	0.55787
LRRC32	5	0.062553	0.69574	0.47595	0.87048	0.48659	0.82365
LRRC34	5	0.088621	0.52169	0.31478	0.79228	0.60188	0.86507
LRRC36	5	0.12509	1.3808	0.15495	0.63432	0.16734	0.6664
LRRC37A3	2	0.2127	0.7708	0.11913	0.57998	0.44083	0.80291
LRRC37B	5	0.043099	0.40822	0.61196	0.91613	0.68311	0.8958
LRRC38	5	0.1445	2.1373	0.097745	0.53447	0.032574	0.42256
LRRC39	5	-0.097416	-0.57828	0.44374	0.85656	0.56307	0.85168
LRRC3B	5	0.2026	1.5655	0.020049	0.24003	0.11748	0.62021
LRRC3C	5	-0.097998	-0.91071	0.44152	0.85604	0.36245	0.76932
LRRC4	5	0.010666	0.12054	0.86488	0.97637	0.90405	0.97367
LRRC40	5	-0.0038378	-0.045932	0.97545	0.99502	0.96336	0.99112
LRRC41	5	-0.031444	-0.62592	0.82278	0.96536	0.53137	0.84024
LRRC42	5	0.032454	0.25945	0.6916	0.93317	0.79529	0.93695
LRRC43	5	-0.018127	-0.16688	0.91736	0.98745	0.86747	0.96203
LRRC45	5	0.12626	1.0618	0.15101	0.6289	0.28834	0.73337
LRRC46	5	0.13764	1.5462	0.11613	0.57515	0.12205	0.62345
LRRC47	5	0.069697	1.206	0.43019	0.84832	0.22781	0.69731
LRRC48	5	-0.14155	-0.86602	0.28063	0.76875	0.38648	0.77642
LRRC49	5	0.1581	0.86799	0.069255	0.45879	0.3854	0.77612
LRRC4B	5	0.077215	1.0487	0.38243	0.82748	0.29429	0.73732
LRRC4C	5	0.038646	0.35889	0.64517	0.92228	0.71968	0.90829
LRRC52	5	0.037312	0.22748	0.65417	0.9237	0.82005	0.94677
LRRC55	5	0.026915	0.35982	0.73614	0.94464	0.71898	0.90823
LRRC56	5	0.045614	0.61765	0.59391	0.91072	0.5368	0.84317
LRRC57	5	0.042581	0.49393	0.61546	0.91664	0.62136	0.87329
LRRC58	5	0.13374	1.6241	0.12657	0.59216	0.10436	0.60814
LRRC59	5	0.028445	0.22836	0.72415	0.94201	0.81937	0.94656
LRRC6	5	-0.01575	-0.11964	0.93447	0.99013	0.90477	0.97383
LRRC61	5	0.15509	1.7798	0.07603	0.48018	0.075101	0.57554
LRRC63	5	0.042825	0.39019	0.61374	0.91639	0.69639	0.90075
LRRC66	5	-5.5315e-05	-0.00073078	0.94757	0.99131	0.99942	0.99981
LRRC7	5	0.0026492	0.047587	0.92741	0.9887	0.96205	0.99094
LRRC70	5	-0.001752	-0.010795	0.96085	0.99292	0.99139	0.99824
LRRC71	5	-0.12762	-1.0529	0.32684	0.8013	0.2924	0.73654
LRRC72	5	-0.068746	-0.47519	0.58614	0.90836	0.63465	0.8798
LRRC73	5	0.024118	0.24531	0.7568	0.94831	0.80622	0.94088
LRRC8A	5	-0.086809	-0.88362	0.49384	0.87721	0.3769	0.77374
LRRC8B	5	-0.043753	-0.44833	0.73992	0.94483	0.65391	0.88589
LRRC8C	5	-0.15146	-1.0381	0.25275	0.74493	0.2992	0.73962
LRRC8D	5	0.0022755	0.025018	0.93002	0.98937	0.98004	0.99547
LRRC8E	5	0.11546	1.2985	0.1921	0.68211	0.19412	0.67978
LRRCC1	5	0.08536	1.1575	0.33194	0.80378	0.24708	0.71022
LRRD1	4	0.074405	0.51454	0.45907	0.86206	0.60688	0.86671
LRRFIP1	5	-0.043003	-0.41539	0.74542	0.94702	0.67785	0.89422
LRRFIP2	5	0.16373	1.5669	0.06048	0.43265	0.11713	0.62003
LRRIQ1	5	0.10497	1.1866	0.23609	0.73117	0.23538	0.70439
LRRIQ3	5	0.080044	0.62533	0.36227	0.81504	0.53175	0.84041
LRRIQ4	5	0.058523	0.73372	0.50072	0.87918	0.46312	0.81176
LRRK1	5	0.081966	1.1664	0.35299	0.81097	0.24346	0.70809
LRRK2	5	-0.097041	-0.72351	0.44518	0.85669	0.46937	0.81488
LRRN1	5	0.041984	0.59169	0.61946	0.91704	0.55406	0.84991
LRRN2	5	0.03382	0.49589	0.68194	0.93144	0.61998	0.87293
LRRN3	5	0.15358	1.0437	0.078863	0.48831	0.29662	0.73862
LRRN4	5	0.1606	1.3808	0.065256	0.4466	0.16735	0.6664
LRRN4CL	5	-0.021875	-0.40263	0.88976	0.98192	0.68722	0.89666
LRRTM1	5	0.024134	0.28374	0.75669	0.94831	0.77661	0.92822
LRRTM2	5	0.087624	0.89616	0.31967	0.79646	0.37017	0.77012
LRRTM3	5	0.1296	1.3049	0.13929	0.60903	0.19192	0.67862
LRRTM4	5	0.060052	0.53304	0.4915	0.87676	0.59401	0.86276
LRSAM1	5	0.0507	0.75193	0.55754	0.9026	0.4521	0.8083
LRTM1	5	-0.091472	-0.85059	0.47195	0.86821	0.395	0.78075
LRTM2	5	0.24402	1.5043	0.0049983	0.099338	0.13249	0.6319
LRTOMT	14	0.17529	2.5168	0.00088859	0.029144	0.011841	0.21846
LRWD1	5	-0.008901	-0.092112	0.98506	0.99797	0.92661	0.97989
